reel_id,creator_followers,category,posting_time,reel_length_sec,trending_audio,hook_strength_score,audio_popularity_score,video_quality_score,editing_quality_score,hashtags_count,caption_length,avg_watch_time_sec,retention_rate,completion_rate,rewatch_rate,impressions,reach,non_follower_reach_ratio,explore_page_boost,likes,comments,shares,saves,engagement_rate,virality_score
7a380f8f-20b7-4822-bc05-5afd9b63b5cb,400000,Edu,18,10,True,0.2417,0.6413,0.0,0.255,25.0,920.0,2.12,0.2435,0.2456,0.0099,762844,723425,0.4836,False,26302,,1486,2822.0,0.3389,33.33
c9336a48-451c-4711-af36-6008f0f79f18,974,Comedy,15,10,False,0.41,0.43,0.3247,0.2596,11.0,723.0,2.48,0.2827,0.2712,0.0961,3938,2198,0.6034,False,45,2.0,5,4.0,0.277,36.75
f7ddaf25-7844-4841-b47b-cc728ec0ed1c,7368,Travel,13,45,False,0.6322,0.0784,0.8918,0.8172,22.0,1652.0,20.96,0.5293,0.4805,0.0903,78079,59424,0.5346,False,6246,251.0,812,,0.6133,55.71
f21de297-11ed-495b-8ddb-9c6397e2e54f,21134,Beauty,18,10,True,0.8097,0.4673,1.0,0.8882,,609.0,7.83,0.7966,0.6807,0.0774,152153,105381,0.6321,True,13120,525.0,854,964.0,0.798,75.81
8f406439-70f3-4d01-ad67-7c39687101a3,5699,Gaming,11,45,True,0.5003,0.7856,0.574,0.4125,10.0,1616.0,22.95,0.5285,0.5782,0.0166,9949,8436,0.5065,False,553,11.0,38,82.0,0.4575,53.28
d87127bb-684c-4d29-9196-02df366d2fbc,38010,Belleza,17,30,False,0.7697,0.2796,0.4494,0.6077,9.0,138.0,18.88,0.7189,0.64,0.1009,170309,106655,0.5678,False,3361,245.0,257,,0.4681,44.53
019c51b0-1b99-49e1-8fde-ff3fef17a975,2641,Tech,14,20,False,0.987,0.2232,1.0,0.8568,30.0,794.0,13.34,0.7807,0.7158,0.0204,37128,26998,0.5926,False,855,59.0,70,81.0,0.585,75.34
15330861-cb94-4116-9bac-5bdfedfd1665,1265,Tech,16,20,True,0.8369,0.9339,0.5781,0.7084,4.0,942.0,10.26,0.5662,0.5925,0.2472,1245,788,0.567,False,69,3.0,6,,0.693,65.83
0cff7ac8-f4ca-4d04-a5da-1ca0dc2b6967,80000,Gamig,14,15,False,0.3706,0.6973,0.3407,0.3883,21.0,1265.0,5.77,0.3948,0.2565,0.0922,540342,390262,0.5516,False,8531,479.0,1047,984.0,0.4756,44.69
5c6d9b69-d5e7-48d4-80b3-e9233aa7fa80,76147,Music,12,15,False,0.6264,0.3461,0.541,0.6333,6.0,1394.0,7.68,0.5501,0.3462,0.1933,529729,372665,0.5558,False,25354,841.0,2533,2343.0,0.5377,55.92
66737297-507c-4ced-a17b-44f241f15c00,622,Beauty,10,15,False,0.6347,0.1404,0.6593,0.6103,30.0,,9.15,0.7119,0.3727,0.0255,1431,659,0.428,False,69,2.0,8,5.0,0.5124,41.06
e52d700a-3078-45c7-8ee3-2de1c7dedb4f,400000,Gaming,9,60,False,0.7349,0.165,0.8984,0.3774,16.0,1398.0,25.19,0.4326,0.391,0.0469,1661064,1444226,0.5742,False,92202,4439.0,7768,12049.0,0.5697,50.1
5431f02d-b3ec-4b35-a6d9-7c7aa743c43a,1191,Gaming,17,15,True,0.5554,0.8328,0.6388,0.3551,26.0,1433.0,4.99,0.3561,0.2762,0.2085,8235,6971,0.6073,False,601,18.0,60,58.0,0.4241,52.9
67a2bcc0-6a3d-4d1d-ba50-8de150db7829,1503,Travel,10,30,False,0.0071,0.7452,0.0,0.1311,20.0,1243.0,10.12,0.3407,0.2328,0.0049,5081,4759,0.4559,False,155,10.0,11,17.0,0.3647,23.83
57514e3a-1b05-47bf-b34b-4b9cd345172d,2777,Beuty,15,20,True,0.5108,0.7123,0.388,0.4928,28.0,622.0,6.68,0.3858,0.2199,0.0497,15510,11030,0.4189,False,469,14.0,39,84.0,0.3558,43.92
bc13de71-ef2b-4b37-99f5-8da582d4137b,1743,Fitness,12,15,True,0.6671,0.925,0.3948,0.3437,19.0,1080.0,9.13,0.6679,0.4636,0.1464,3350,2042,0.6054,False,127,3.0,10,14.0,0.5549,61.33
2755aff2-ce21-42c0-9497-f1d79218e053,1934,Travel,16,20,False,0.8235,0.2799,0.5758,0.5039,29.0,251.0,9.47,0.5215,0.515,0.1752,11648,7044,0.6079,False,481,32.0,38,71.0,0.4948,50.08
e5411948-5ded-430a-a0d3-00b074e5a66c,20264,Fitness,8,45,True,0.7086,0.6979,0.854,0.6466,26.0,1879.0,27.56,0.6655,0.4099,0.0939,40307,18564,0.5978,False,1075,21.0,63,146.0,0.5655,59.82
326ecca3-1015-4f72-9828-5c717cc94be2,38730,Education,11,15,False,0.7779,0.2948,0.372,0.3169,25.0,,7.54,0.5212,0.5098,0.109,103548,71662,0.4905,False,2305,96.0,283,182.0,0.4493,42.74
f3fd833d-574f-4bda-9dfa-836a270c9624,5281,Gaming,12,30,False,0.3416,0.2236,0.2992,0.1594,19.0,82.0,13.72,0.4647,0.2518,0.2335,7775,7198,0.424,False,667,36.0,83,83.0,0.3656,35.37
86644fc4-e0dd-4d1c-a6e5-8187c02169c3,80000,Education,12,30,True,0.0846,0.9409,0.1627,0.0,4.0,223.0,1.35,0.0458,0.0246,0.0049,172436,121878,0.4714,False,6530,365.0,892,963.0,0.214,36.62
3bb63ba4-281f-4be9-892a-bfcb448a03bc,3579,Food,14,20,False,0.222,0.1297,0.3478,0.4858,11.0,143.0,9.74,0.5094,0.5494,0.0256,20319,17688,0.4526,False,1077,85.0,146,71.0,0.392,25.9
55c3232e-fcbc-4c78-adcf-454d2c7f06e5,1023,Comedy,8,45,False,0.4367,0.3662,0.7276,0.4317,1.0,162.0,17.99,0.4294,0.4991,0.1877,1379,1142,0.5815,False,42,3.0,2,3.0,0.5654,47.97
d5f4024d-cded-4347-b9ff-9a5eeebf5b4c,7157,Gaming,13,15,False,0.6515,0.1197,0.6705,0.7676,4.0,1556.0,8.46,0.6397,0.4208,0.2455,61592,29708,0.466,False,3584,6.0,482,181.0,0.5064,52.1
d026873d-750b-4d39-8922-ec2c8a0f2889,500,Comedy,7,60,False,0.5689,0.1966,0.6115,0.7849,20.0,1526.0,28.95,0.5014,0.3383,0.2001,1756,1428,0.5294,False,140,9.0,11,12.0,0.5164,42.0
44d9623f-6e72-4c22-b6a7-c49e23a33ff7,500,Gamig,8,10,False,0.1324,0.3637,0.1958,0.0224,28.0,564.0,2.92,0.2959,0.3153,0.1247,1547,1390,0.4586,False,96,2.0,9,8.0,0.2672,20.37
ff39a8bb-e68e-4d19-9cd0-04bb01e63949,1128,Gaming,21,15,False,0.4791,0.4909,0.0825,0.2982,2.0,1284.0,5.15,0.3892,0.2137,0.1196,2709,2068,0.5717,False,78,5.0,4,12.0,0.3449,44.43
d005dd62-41aa-4573-b8ba-dc91bce044ee,10000,Music,13,20,True,0.5371,0.8589,0.2297,0.3521,0.0,334.0,6.85,0.3739,0.4077,0.1414,66513,40064,0.5629,False,4374,157.0,314,556.0,0.582,61.21
90ac1f49-bae4-43fd-80bd-fd306ab0ecd5,8090,beauty,14,45,True,1.0,0.548,0.8681,0.7448,7.0,1525.0,30.96,0.7749,0.8295,0.1432,87313,45266,0.6005,False,6261,279.0,692,1180.0,0.6675,69.55
b4766c68-2c4d-4174-bde1-e2276eca5894,10000,Gaming,12,60,False,0.4195,0.1765,0.272,0.3387,,,15.77,0.2737,0.2511,0.0123,50186,39507,0.4911,False,3687,137.0,260,410.0,0.4341,42.07
d35016e5-469d-40a7-94bb-674e980eaf03,3987,Fashion,21,45,False,0.4129,0.1687,0.3986,0.7829,15.0,1858.0,28.97,0.6443,0.3387,0.187,12341,8771,0.4906,False,646,18.0,46,35.0,0.4909,45.12
7e3b70eb-d777-45d6-99ff-6f8392c89f3f,4352,Gaming,21,10,True,0.699,0.9767,0.4941,0.6846,24.0,1517.0,6.21,0.67,0.4125,0.1584,9129,3673,0.6633,True,457,20.0,31,56.0,0.6043,71.64
fa649291-a62f-4ed8-a802-971838f4a8d7,11461,TRAVEL,18,15,False,0.9468,0.4914,0.5676,0.5856,29.0,646.0,7.99,0.6252,0.4297,0.219,71033,36208,0.7047,False,1143,85.0,102,84.0,0.5999,67.89
feaa7679-6a50-4272-9d7f-dad46be51abc,500,Beauty,12,15,False,0.0355,0.2539,0.0,0.4021,15.0,1953.0,4.3,0.328,0.2098,0.087,1994,1890,0.4837,False,65,0.0,6,12.0,0.2356,26.53
e4884620-7bb3-414c-b135-951e580b9402,80000,Music,7,45,False,0.7449,0.4415,0.9935,1.0,9.0,1212.0,27.74,0.6278,0.5293,0.1231,801173,740990,0.5875,False,86060,,11417,13080.0,0.5445,62.69
81ada750-2895-443d-b708-744907c58716,10000,Tech,11,15,True,0.7282,0.7681,0.6307,0.5924,10.0,78.0,7.37,0.5114,0.2789,0.0855,60612,25253,0.6136,False,1616,89.0,223,277.0,0.5274,59.92
6a56475a-edca-4679-8d5f-4e573f7abe8c,549,Fashion,17,15,False,0.2721,0.2106,0.666,0.2491,3.0,774.0,6.47,0.463,0.2574,0.2618,1850,1675,0.4537,False,79,,7,14.0,0.5007,36.58
faa78ad6-f979-4376-8755-9b0fc5976efd,4243,Comedy,14,15,False,0.6918,0.3987,0.6892,0.3514,21.0,986.0,5.56,0.3926,0.2966,0.1186,23950,19924,0.544,False,2386,111.0,124,364.0,0.5393,45.4
6da5b6f9-2fed-42f7-990d-f628e85ceb8d,1624,Fashion,10,10,False,0.6575,0.2045,0.8538,0.7009,25.0,1011.0,6.12,0.6921,0.4418,0.1766,6758,4017,0.5827,False,460,12.0,49,49.0,0.5837,50.48
eef1eea0-4294-4040-9aff-cf0438ed6596,4621,Gaming,18,20,False,0.6236,0.2315,0.6682,0.6311,4.0,135.0,12.4,0.6565,0.4969,0.315,23241,18895,0.6531,False,1337,86.0,131,221.0,0.502,56.13
f98a0a2d-633d-4e26-8073-2df3a655e6e2,7490,Gym,11,20,False,0.4875,0.4166,0.9076,0.6532,,,8.84,0.4609,0.4023,0.1959,37613,16978,0.6308,False,1626,64.0,161,317.0,0.3968,51.03
e9615411-f125-4ef7-8bca-d8f30f2f18df,37408,Food,8,10,True,0.6129,0.2923,0.2532,0.5315,8.0,91.0,3.56,0.4143,0.4178,0.2063,102830,52223,0.5297,False,3074,131.0,280,492.0,0.4355,35.55
38f24907-9deb-44ad-87e2-13d9800d6da1,142474,food,20,10,True,0.3211,0.6921,0.3687,0.3105,12.0,1516.0,2.07,0.2216,0.1141,0.0904,469898,214774,0.4464,False,15242,1050.0,784,2197.0,0.3781,45.95
e68e7fc7-176c-4f06-a907-c2d842ba6c3d,3429,Fashion,19,45,False,0.4962,0.2522,0.6308,0.5287,8.0,566.0,14.43,0.3714,0.2816,0.1579,13382,6738,0.5438,False,258,7.0,19,44.0,0.5667,56.27
e56b0662-5e48-4aad-a22c-4c0508fbb99a,13121,Beauty,11,15,True,0.3064,0.7793,0.4261,0.4244,20.0,755.0,5.87,0.455,0.3732,0.1933,31308,13681,0.516,False,1575,57.0,126,207.0,0.5074,45.03
10b73378-4a5d-409c-9d85-bddf5c92d5c8,2041,TECH,13,10,True,1.0,0.9132,0.71,0.7447,18.0,,7.24,0.8172,0.6127,0.0049,11863,9597,0.7741,True,272,16.0,22,39.0,0.7433,79.0
b7c08cc3-2f9d-4221-9c51-15030af58e08,500,travel,11,30,True,0.3693,0.7139,0.2746,0.6454,12.0,112.0,10.97,0.4078,0.265,0.0521,1173,799,0.5844,False,60,1.0,5,7.0,0.3925,47.13
13b1d295-bfb4-4aac-baac-276bc7d346ac,11769,tech,14,30,True,0.2304,0.6655,0.1649,0.2807,17.0,2045.0,8.93,0.3016,0.3214,0.0933,20167,18356,0.5251,False,685,21.0,79,,0.2976,30.88
56a0a108-971c-4c04-855e-467567c37958,10000,Fashion,9,20,False,0.9344,0.5249,0.5704,0.8735,4.0,1962.0,12.82,0.6593,0.5702,0.1786,41830,23695,0.5843,False,1086,56.0,147,,0.5236,58.63
50eb6093-fc8a-49c1-872c-3d47d1f16f86,2612,Gaming,11,20,False,0.5307,0.5674,0.666,0.6465,,420.0,7.25,0.4239,0.3979,0.0051,9141,5049,0.4668,False,541,19.0,39,47.0,0.4303,47.49
e1050486-96b7-4be2-8ad9-5b466d58608f,80000,Comedy,20,7,False,0.5083,0.3456,0.659,0.3758,28.0,,2.24,0.3565,0.3596,0.0263,799173,530690,0.5283,False,14627,1013.0,1138,1536.0,0.5042,49.71
16ca0261-e1b0-42fa-898c-a6006c8c4249,1174,Comedy,11,45,False,0.9376,0.0975,0.7518,0.5528,29.0,444.0,28.94,0.7141,0.7122,0.3464,12280,6981,0.5255,False,766,16.0,112,78.0,0.5912,56.92
10ba1fdc-cb87-4765-a218-6f487748b775,869224,Travel,16,10,False,0.5175,0.2568,0.22,0.2888,8.0,1065.0,4.14,0.4661,0.4382,0.059,62300,34668,0.4663,False,419,,14217,,0.4052,5.51
569d7c0c-df08-4c58-9cea-9947be77b92a,10000,Food,16,30,False,0.6754,0.2855,0.6789,0.7725,27.0,2194.0,22.8,0.7717,0.5689,0.2766,22199,19174,0.4964,False,1227,73.0,73,216.0,0.5092,51.5
9d5926ee-f52e-4499-a6cd-d0821729238d,1469,Music,8,30,True,0.4269,0.8917,0.3903,0.5072,27.0,1106.0,16.36,0.5549,0.3507,0.3112,4388,2064,0.5998,False,231,10.0,20,38.0,0.5299,46.48
adbfef24-1b38-4bd3-8308-c888ec9ff1ae,39777,Fashion,15,20,True,0.6399,0.9527,0.7436,0.8246,28.0,,14.34,0.7665,0.6853,0.0566,267842,189708,0.5951,False,11639,400.0,930,1764.0,0.6113,59.46
8bc32496-8a2b-476b-aee1-f979ca9f67f0,9671,Fitness,8,15,False,1.0,0.3135,0.8378,0.8976,0.0,81.0,9.64,0.6939,0.7878,0.2625,105128,46161,0.6798,False,4913,206.0,505,875.0,0.6759,63.1
6d3b267b-df1a-4793-941d-a5f4d7525d14,34193,Gaming,15,30,True,0.4783,0.3916,0.3151,0.1609,23.0,1771.0,10.0,0.3522,0.4018,0.1984,226696,211086,0.492,False,10249,582.0,1056,1645.0,0.4688,38.69
e167415a-9e26-454e-b0c0-ed828f334cd4,10000,Gaming,10,30,True,0.174,0.975,0.5127,0.6511,11.0,349.0,11.62,0.4199,0.2593,0.1177,118299,110313,0.5463,False,9081,458.0,961,1151.0,0.4395,49.0
1791e969-71b0-4387-8247-dbbfcff3aa5f,10000,Travel,16,10,True,0.5717,0.9176,0.153,0.3457,2.0,591.0,3.24,0.3718,0.2571,0.051,81140,59927,0.5334,False,1999,147.0,286,114.0,0.3796,48.03
5ab2d737-9273-4698-94fb-24bb32ea9b93,10000,Food,17,30,True,0.9727,0.592,0.7279,1.0,26.0,1634.0,23.24,0.8301,0.9926,0.3966,21361,14591,0.6547,True,1810,134.0,158,,0.7071,72.11
d882784d-53cc-47f6-ab0f-6293fc20d304,8480,Fitness,17,15,True,0.5201,0.8196,0.7313,0.7281,12.0,54.0,7.41,0.5626,0.51,0.2385,107494,49692,0.6213,False,2055,113.0,305,168.0,0.5237,61.06
8cd6ca3c-270e-4e80-adb1-0581762c3ffd,8254,education,13,30,True,0.2448,0.5103,0.1262,0.1005,2.0,1187.0,6.52,0.2476,0.2617,0.0277,38619,33395,0.4707,False,1643,92.0,169,88.0,0.2852,36.89
7e32d5f1-ba47-4f47-bb20-4414504e1825,2189,Comedy,9,10,False,0.2521,0.1847,0.3633,0.5335,26.0,787.0,2.81,0.3225,0.1773,0.0916,16426,14906,0.5172,False,1372,91.0,69,69.0,0.3801,32.92
e280ad6f-31df-4845-87da-caa811b7ad43,10000,Travel,10,20,False,0.7892,0.6136,0.7187,0.5797,21.0,1604.0,15.26,0.7893,0.8949,0.3822,27526,21652,0.5812,False,794,38.0,106,133.0,0.551,59.51
0b92528d-45ee-41fe-914e-2d41fab59f4e,2068,Music,12,15,False,0.3724,0.2425,0.3639,0.2318,7.0,1706.0,6.95,0.4694,0.3895,0.0625,18680,16242,0.4542,False,1209,72.0,166,241.0,0.4052,41.02
17c2dd6e-df0b-4c6b-baa6-f88304c1b0c9,9184,Gaming,19,15,False,0.382,0.2231,0.6153,0.577,12.0,1103.0,7.39,0.5061,0.4011,0.2395,32340,21776,0.4508,False,1342,65.0,168,157.0,0.5225,45.63
7373a328-71e9-4cd0-97fd-24a09e916be0,400000,Education,15,15,True,0.7447,0.4945,0.7221,0.5128,10.0,36.0,6.06,0.4728,0.4663,0.1283,1729010,1202266,0.5549,False,31949,958.0,3236,5347.0,0.4336,50.26
09e2b4ce-7bbe-44bd-8154-5d6c3ccc4291,10000,Fashion,17,10,False,0.65,0.2436,0.371,0.8341,7.0,1087.0,7.28,0.7627,0.4045,0.2181,51193,46561,0.6104,False,3920,89.0,565,782.0,0.5098,42.51
2b36a5b9-dceb-47bb-83b3-152003b5697a,5954,Fashion,16,20,False,0.7701,0.557,0.3141,0.7089,10.0,643.0,12.96,0.6711,0.4917,0.3551,44494,30466,0.5391,False,972,46.0,113,105.0,0.6502,56.27
0348d3fc-e3fe-49cb-a289-bba64f8e8ff3,40265,Beuty,16,60,False,0.3061,0.6297,0.0,0.1458,,385.0,13.72,0.2585,0.3032,0.1279,171049,126721,0.3865,False,2621,105.0,323,498.0,0.2182,25.31
6bff3db4-d2b4-478d-a806-f193050353cd,500,Comedy,16,15,False,0.6929,0.3969,0.6361,0.8425,27.0,366.0,7.54,0.5769,0.5114,0.2227,1978,998,0.5321,False,100,2.0,13,11.0,0.4622,50.39
8919f68f-569f-4845-be87-a7ee2364d209,5977,tech,15,45,True,0.4791,0.9441,0.4712,0.3727,22.0,,16.92,0.387,0.3442,0.0205,18949,13557,0.5855,False,817,43.0,116,71.0,0.4543,47.48
e5d9bdcc-4506-4d2b-8487-a09d480f646e,4670,beauty,17,45,True,0.7133,0.5956,0.8297,0.713,17.0,470.0,31.25,0.7308,0.5846,0.1237,14199,9487,0.6438,False,1094,31.0,156,108.0,0.5635,56.88
bb8762ed-ab4e-4755-bfc7-61336f24b4fe,1588,Fitness,17,15,True,0.5491,0.9216,0.4945,0.0299,9.0,960.0,4.2,0.2941,0.1654,0.0699,8894,8448,0.5009,False,253,18.0,29,43.0,0.4051,50.11
ec0ba141-4ea0-4cbe-85bc-80822b1f4c93,23236,fitness,14,20,True,0.7196,0.4387,0.6333,0.7007,19.0,305.0,11.55,0.6123,0.6933,0.1517,42289,29576,0.5159,False,1283,37.0,70,179.0,0.5049,54.9
1cbd4d42-fdf8-423b-8490-718a429bb138,10000,travel,18,45,True,0.3652,0.825,0.4531,0.2109,2.0,1312.0,17.92,0.4477,0.2355,0.0648,79861,68089,0.5048,False,2692,94.0,190,249.0,0.5824,53.85
9aa31fa0-0ea9-4cc5-8487-b4e31ae0b438,3361,comedy,11,45,False,0.7833,0.113,0.7883,0.7182,1.0,1942.0,21.23,0.5386,0.3534,0.2083,16962,7834,0.4858,False,176,4.0,25,29.0,0.4965,54.21
200233b7-83cf-48b4-9ddb-9ecd4b80255a,1840723,Fitness,16,45,False,0.7818,0.0336,0.7115,0.8107,19.0,737.0,23.41,0.5892,0.6277,0.3312,5000000,3840269,0.5298,False,199920,13213.0,19574,11601.0,0.4408,49.8
1ab77cc6-1f9c-4a3c-9d76-793ea6aae80c,21212,Fitness,17,10,False,0.5014,0.2935,0.5463,0.5943,24.0,424.0,5.19,0.5338,0.426,0.0892,176221,155085,0.4831,False,10017,560.0,543,1772.0,0.4747,46.06
298d4efd-d6ab-4c13-82dd-04181aa1d213,2679,Comedy,12,15,True,0.8949,0.9364,0.8333,0.8159,1.0,23.0,9.48,0.7289,0.6367,0.1953,25793,17661,0.7281,True,2422,2.0,167,248.0,0.8017,83.86
d55270be-63d0-43e1-be34-74cbe9f39732,26524,Music,22,30,False,0.4545,0.04,0.3961,0.3058,17.0,1630.0,16.33,0.5652,0.3413,0.2018,147315,136543,0.5363,False,5710,164.0,763,1097.0,0.3457,31.28
074dca67-c519-495c-b90d-7168903a70bb,638,Music,20,30,True,0.246,0.7254,0.3692,0.4459,6.0,477.0,8.06,0.301,0.2331,0.1573,5049,4790,0.5043,False,237,12.0,22,45.0,0.3668,49.74
72580cda-af4f-44cc-b451-c4e1d7535a76,4882,Food,12,15,False,0.7321,0.3728,0.7529,0.4619,26.0,134.0,10.02,0.7273,0.3651,0.1842,22595,17367,0.5144,False,1016,21.0,101,75.0,0.6241,61.34
a181c82e-812b-4f38-b75a-558a15d9cefd,8261,Comedy,11,10,False,0.4795,0.6797,0.1405,0.1191,,1076.0,4.38,0.4547,0.4394,0.0316,27682,16009,0.509,False,946,69.0,141,121.0,0.4851,40.22
f4c29cf7-3b3f-4747-95db-2044b2fc4d7c,10000,Music,11,15,True,0.7945,0.5958,0.8191,0.6912,12.0,1428.0,8.8,0.5974,0.3217,0.0849,23374,19149,0.6957,False,1997,83.0,292,261.0,0.5823,65.23
d13b7a67-25e9-4fd3-8ad4-da666d8b3663,1649,Belleza,11,30,False,0.3419,0.1213,0.081,0.0497,7.0,593.0,5.44,0.2033,0.1954,0.0532,2021,1894,0.4137,False,113,0.0,7,9.0,0.2612,20.81
49166746-85f1-48a1-9cfd-7fee9f81c1f0,5309,Beauty,8,10,False,0.9271,0.2548,0.7422,0.8241,15.0,84.0,5.45,0.6258,0.5373,0.2002,48148,31756,0.5916,False,1478,84.0,177,,0.6083,62.48
fc302861-e8cf-4ce5-8abf-67f69f34e7a4,618,Tech,9,30,False,1.0,0.2049,0.8045,0.7819,1.0,,23.67,0.9036,0.6965,0.3359,2132,1958,0.5519,False,57,2.0,8,5.0,0.593,63.67
0c2c05a0-1789-4f98-bf79-9c92e3613d69,80000,Fashion,16,60,False,0.3515,0.5334,0.4637,0.5316,28.0,1801.0,28.13,0.4741,0.2903,0.258,279298,178404,0.5157,False,15563,835.0,1640,2054.0,0.4126,35.11
3ce9049f-9b10-497d-bfb8-fd1224005b3a,4100,Comedy,19,20,False,0.6228,0.1072,0.9968,0.8221,10.0,2064.0,15.69,0.7955,0.5639,0.3879,48030,36883,0.5687,False,4503,,595,873.0,0.5785,62.94
054a75b6-cfd4-4917-8dfc-53443a7cd772,9071,Gaming,19,30,False,0.9201,0.2899,0.7234,0.713,28.0,1147.0,18.96,0.6627,0.7558,0.1554,26276,23199,0.6626,False,2501,186.0,328,228.0,0.648,65.46
cb912e05-3d2c-4c8a-a3bb-360100dc321c,1568,Beauty,22,30,False,0.4097,0.4285,0.334,0.0,15.0,1806.0,7.18,0.2448,0.2296,0.0169,5153,2622,0.5838,False,185,,14,22.0,0.3956,34.96
6f897108-bd24-475b-9273-858947cd2da9,80000,Music,7,20,True,0.2649,0.4141,0.5193,0.4693,23.0,726.0,7.58,0.4213,0.3277,0.1502,399554,214753,0.5028,False,24444,1169.0,1448,3069.0,0.4672,32.19
17526ea5-eb4e-4ab5-82e4-252f47e7a972,2721,Fitness,15,15,True,0.303,0.9399,0.44,0.6307,,149.0,5.93,0.4581,0.3203,0.11,72492,49893,0.5386,False,4955,43.0,676,82.0,0.5175,85.2
48cfde94-f422-4b76-ad51-4d945e16da6c,10000,Education,13,30,False,0.2178,0.2615,0.3252,0.4988,28.0,1364.0,15.65,0.5249,0.5013,0.2317,10554,8023,0.4891,False,718,54.0,52,85.0,0.4434,40.19
8a8ff4d9-bdb4-4d13-9def-5adf5fb16e66,400000,Beauty,14,20,False,0.6197,0.2172,0.5403,0.761,13.0,1181.0,11.97,0.6284,0.5749,0.1369,1378014,734283,0.4403,False,21149,1072.0,2869,2865.0,0.4276,43.34
17488423-cc77-4dc3-bb27-84383c10f936,5313,Gaming,11,30,True,0.6609,0.6973,0.7882,0.9272,11.0,988.0,20.04,0.6948,0.4237,0.1219,55919,24637,0.5831,False,2030,,256,154.0,0.6904,58.73
4df4eab3-0d98-4374-9567-639c5348ab45,500,Education,17,20,False,0.5152,0.11,0.3897,0.4939,26.0,1822.0,8.17,0.4464,0.4546,0.0459,1276,749,0.4823,False,17,,1,2.0,0.4713,40.43
529e8abf-ab28-491a-a241-0f161004ff91,10825,tech,21,30,False,0.7276,0.3404,0.5334,0.6943,21.0,654.0,20.24,0.6791,0.5506,0.3159,51657,44846,0.6167,False,3923,194.0,423,300.0,0.6965,60.94
cd341304-8c48-4a90-8767-942a40141a6a,80000,Fashion,14,15,True,0.1534,0.9106,0.172,0.4731,26.0,62.0,5.9,0.4561,0.3843,0.1593,418698,357609,0.474,False,14190,1053.0,835,2714.0,0.482,32.85
aafce01c-2ca2-46a8-9f46-6c7d2a7bc24d,80000,Comedy,11,15,False,0.7324,0.1716,0.3817,0.4814,,2199.0,6.29,0.4593,0.2546,0.0375,211236,163274,0.4863,False,3128,140.0,454,229.0,0.3741,37.62
21ee312b-77c9-4e2a-9bbd-d3c290180021,10000,Fitness,12,7,False,0.33,0.2849,0.5012,0.3655,26.0,1301.0,1.75,0.2532,0.2359,0.082,78544,67547,0.6314,False,2808,210.0,272,436.0,0.4793,47.98
6981f82b-4578-486f-85e9-fb9969c51235,11635,Fitness,9,15,False,0.0437,0.2326,0.1389,0.0,25.0,840.0,3.67,0.2827,0.1858,0.0143,19625,13775,0.341,False,591,44.0,37,94.0,0.2849,12.44
e24e7204-3dc1-4a68-a5d4-0b32ae375386,145174,Music,10,7,False,0.434,0.1729,0.3577,0.5387,10.0,1006.0,3.43,0.5278,0.3461,0.1028,546695,223999,0.5086,False,16190,,2336,2497.0,0.5286,35.13
a6a32443-0eb8-4135-b8b2-0c51a2b96d72,8061,Beauty,9,60,False,0.351,0.2977,0.4541,0.3283,24.0,1274.0,16.92,0.3241,0.3069,0.1803,17343,7277,0.4419,False,664,32.0,44,112.0,0.409,32.56
01b2c36d-bc0d-48cd-bbcd-2699fdbad33d,80000,gaming,13,45,False,0.7107,0.2319,0.4652,0.7178,2.0,1057.0,21.75,0.5478,0.6387,0.1423,558127,459443,0.658,False,42720,2720.0,2312,4363.0,0.5852,56.48
2fac2ee4-f059-41cc-93b4-a6717d05a62f,10000,Musica,9,20,False,0.8569,0.6724,0.8383,0.7215,11.0,1201.0,11.6,0.6229,0.4852,0.0937,45943,33281,0.6655,False,2630,76.0,188,355.0,0.6921,64.95
2d29aa5f-f932-4ab8-8162-f909c463cdd0,5953,Education,15,20,False,0.3342,0.1257,0.1869,0.0,28.0,1517.0,6.7,0.3492,0.3514,0.1235,71143,51366,0.4493,False,3487,96.0,442,164.0,0.2566,84.67
609b7cca-f54e-4e80-a9ec-0f892ad4772b,2963,Gaming,17,45,False,0.2509,0.1105,0.1102,0.0,23.0,1801.0,12.16,0.272,0.2932,0.0566,7366,4578,0.3832,False,81,1.0,8,9.0,0.1988,20.1
d385d4ab-f99e-435e-8177-1c833f24f64e,2690,Music,11,10,False,0.3833,0.5361,0.1376,0.2595,,14.0,4.25,0.485,0.2548,0.1847,13126,8693,0.4738,False,607,22.0,76,98.0,0.4409,36.23
c4a9266a-550d-4834-8091-9a6391b88e48,768,Comedy,16,30,False,0.3212,0.1356,0.3299,0.5041,24.0,810.0,16.42,0.5488,0.6214,0.2234,1996,1816,0.4507,False,133,6.0,13,20.0,0.3385,29.36
c56f5a83-1752-47a6-ad99-ad703e8beca1,248214,TECH,21,10,False,0.1216,0.175,0.6081,0.0735,24.0,1299.0,2.99,0.3325,0.3651,0.0156,947650,744375,0.3492,False,48602,,7249,5044.0,0.438,28.82
2c60efa9-41d7-4f0d-996a-61ab79febc27,80000,Musica,11,10,False,0.3874,0.3603,0.2765,0.3725,28.0,2190.0,4.04,0.4535,0.4174,0.0495,68135,63969,0.4887,False,1913,44.0,116,289.0,0.2872,27.93
